analysis_unit_id,source_article_doi,source_pmcid,source_license,source_asset_id,source_worksheet,source_row,source_cell_range,core_facility_code,protein_ids,gene_names,sequence_coverage_percent,peptide_spectrum_matches,number_of_peptides,number_of_unique_peptides,replicate_1,replicate_2,replicate_3,coefficient_of_variation_percent
PMC9633814:Final Prot:576,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,576,Final Prot!A576:K576,8,P08575-7,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:577,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,577,Final Prot!A577:K577,8,P08575-8,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:578,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,578,Final Prot!A578:K578,8,P08575-9,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:579,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,579,Final Prot!A579:K579,8,P08575-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:580,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,580,Final Prot!A580:K580,8,P32119,NA,9.0899999999999999,1,NA,1,3.6092022466742598e-06,NA,NA,NA
PMC9633814:Final Prot:581,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,581,Final Prot!A581:K581,8,Q05639,NA,5.4000000000000004,4,NA,2,6.1397223009753495e-05,NA,NA,NA
PMC9633814:Final Prot:582,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,582,Final Prot!A582:K582,8,A0A2U3TZH3,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:583,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,583,Final Prot!A583:K583,8,B9A064,NA,9.0333333333333297,7,NA,2,0.00040657698706317497,0.000261138602290434,0.00029848939618858599,13.5400818384426
PMC9633814:Final Prot:584,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,584,Final Prot!A584:K584,8,A0A0B4J231,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:585,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,585,Final Prot!A585:K585,8,P56385,NA,14.49,3,NA,1,6.9126105859423293e-05,5.4525504600785998e-05,3.6969752543728198e-05,17.362192372042699
PMC9633814:Final Prot:586,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,586,Final Prot!A586:K586,8,P23219,NA,5.2333333333333298,4,NA,2,3.41473745997698e-05,2.67809118780715e-05,3.7863920168398603e-05,9.8895672537053798
PMC9633814:Final Prot:587,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,587,Final Prot!A587:K587,8,P23219-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:588,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,588,Final Prot!A588:K588,8,P23219-3,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:589,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,589,Final Prot!A589:K589,8,P23219-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:590,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,590,Final Prot!A590:K590,8,P23219-5,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:591,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,591,Final Prot!A591:K591,8,P23219-6,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:592,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,592,Final Prot!A592:K592,8,A0A087X296,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:593,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,593,Final Prot!A593:K593,8,A0A2R8YDM0,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:594,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,594,Final Prot!A594:K594,8,Q9H4M9,NA,4.3099999999999996,1,NA,1,1.0519428190838999e-05,NA,NA,NA
PMC9633814:Final Prot:595,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,595,Final Prot!A595:K595,8,A0A024R571,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:596,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,596,Final Prot!A596:K596,8,P17301,NA,2.4866666666666699,2,NA,2,9.5950307036728698e-05,3.7663724872852499e-05,5.7830592588703998e-05,26.780373631267501
PMC9633814:Final Prot:597,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,597,Final Prot!A597:K597,8,Q14165,NA,4.1100000000000003,3,NA,1,2.3613227636276401e-05,2.0151759441436201e-05,2.01962261203905e-05,5.3774002582195797
PMC9633814:Final Prot:598,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,598,Final Prot!A598:K598,8,F5GX14,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:599,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,599,Final Prot!A599:K599,8,Q92736,NA,0.93000000000000005,7,NA,5,0.00015082000513375599,NA,NA,NA
PMC9633814:Final Prot:600,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,600,Final Prot!A600:K600,8,Q92736-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:601,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,601,Final Prot!A601:K601,8,O75083,NA,2.8599999999999999,3,NA,1,2.8758579230164099e-05,3.8136847292788003e-05,3.5654008182534499e-05,8.2069251689660394
PMC9633814:Final Prot:602,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,602,Final Prot!A602:K602,8,O75083-3,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:603,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,603,Final Prot!A603:K603,8,D6RD66,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:604,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,604,Final Prot!A604:K604,8,U3KQK0,NA,9.0399999999999991,5,NA,2,0.00020617985227327899,7.4616196581251594e-05,0.00018478811322608001,26.263629114349101
PMC9633814:Final Prot:605,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,605,Final Prot!A605:K605,8,P01031,NA,0.66000000000000003,2,NA,1,1.5738959292722698e-05,5.7500232470914704e-06,NA,46.483987909264599
PMC9633814:Final Prot:606,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,606,Final Prot!A606:K606,8,O00264,NA,9.0566666666666702,2,NA,1,1.29396325162965e-05,1.11195560247648e-05,2.54981616867288e-05,27.363221165044202
PMC9633814:Final Prot:607,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,607,Final Prot!A607:K607,8,P01762,NA,16.239999999999998,2,NA,2,2.59053957883539e-05,3.8389232191797501e-05,2.3600264051185401e-05,15.679810043086899
PMC9633814:Final Prot:608,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,608,Final Prot!A608:K608,8,Q7Z745,NA,0.543333333333333,10,NA,1,0.00152470692028797,0.000970546109087297,0.0010701907969114801,14.3507504647384
PMC9633814:Final Prot:609,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,609,Final Prot!A609:K609,8,Q7Z745-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:610,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,610,Final Prot!A610:K610,8,F5GZ06,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:611,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,611,Final Prot!A611:K611,8,P22352,NA,10.616666666666699,5,NA,3,4.1405868254073999e-05,5.3661990542030303e-05,8.1851534976325202e-05,20.303905092417502
PMC9633814:Final Prot:612,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,612,Final Prot!A612:K612,8,A0A087X1J7,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:613,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,613,Final Prot!A613:K613,8,Q00013,NA,2.5800000000000001,1,NA,1,1.1599179103943701e-05,NA,1.0531392705633501e-05,4.8249381330857499
PMC9633814:Final Prot:614,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,614,Final Prot!A614:K614,8,Q00013-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:615,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,615,Final Prot!A615:K615,8,Q00013-3,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:616,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,616,Final Prot!A616:K616,8,P04075,NA,10.710000000000001,4,NA,3,4.3034484755588597e-05,NA,NA,NA
PMC9633814:Final Prot:617,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,617,Final Prot!A617:K617,8,P04075-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:618,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,618,Final Prot!A618:K618,8,J3KPS3,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:619,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,619,Final Prot!A619:K619,8,H3BQN4,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:620,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,620,Final Prot!A620:K620,8,P49908,NA,7.8733333333333304,7,NA,4,3.5100574482745398e-05,0.000110939188677405,0.000108779018759729,29.347103867710199
PMC9633814:Final Prot:621,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,621,Final Prot!A621:K621,8,A0A182DWH7,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:622,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,622,Final Prot!A622:K622,8,Q9Y5A7,NA,2.3599999999999999,4,NA,2,0.00044420178413985198,0.00019812526607478,NA,38.310159595932703
PMC9633814:Final Prot:623,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,623,Final Prot!A623:K623,8,Q9Y5A7-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:624,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,624,Final Prot!A624:K624,8,O00429,NA,3.1200000000000001,2,NA,2,1.64457612915095e-05,NA,NA,NA
PMC9633814:Final Prot:625,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,625,Final Prot!A625:K625,8,O00429-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:626,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,626,Final Prot!A626:K626,8,O00429-3,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:627,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,627,Final Prot!A627:K627,8,O00429-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:628,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,628,Final Prot!A628:K628,8,O00429-5,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:629,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,629,Final Prot!A629:K629,8,O00429-6,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:630,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,630,Final Prot!A630:K630,8,O00429-7,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:631,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,631,Final Prot!A631:K631,8,O00429-8,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:632,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,632,Final Prot!A632:K632,8,O00429-9,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:633,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,633,Final Prot!A633:K633,8,P04424,NA,2.5899999999999999,48,NA,1,0.0025093083065371299,0.0026809810057297902,0.0023154950486310999,4.2195943885428502
PMC9633814:Final Prot:634,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,634,Final Prot!A634:K634,8,P04424-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:635,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,635,Final Prot!A635:K635,8,P04424-3,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:636,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,636,Final Prot!A636:K636,8,F8W943,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:637,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,637,Final Prot!A637:K637,8,A0A5F9ZHM8,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:638,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,638,Final Prot!A638:K638,8,A0A5F9ZHC6,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:639,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,639,Final Prot!A639:K639,8,Q8WZ42,NA,0.23999999999999999,9,NA,8,0.000101800939894484,0.000428050524072063,NA,61.573781779373803
PMC9633814:Final Prot:640,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,640,Final Prot!A640:K640,8,Q8WZ42-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:641,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,641,Final Prot!A641:K641,8,Q8WZ42-5,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:642,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,642,Final Prot!A642:K642,8,Q8WZ42-8,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:643,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,643,Final Prot!A643:K643,8,O15050,NA,0.69999999999999996,4,NA,2,4.3185357837606701e-05,7.6572753752228694e-05,NA,27.8790267075786
PMC9633814:Final Prot:644,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,644,Final Prot!A644:K644,8,A0A2R8YEM9,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:645,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,645,Final Prot!A645:K645,8,Q8IZP0,NA,4.2300000000000004,2,NA,2,1.73321879691063e-05,5.5020153975854199e-06,NA,51.809000653719302
PMC9633814:Final Prot:646,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,646,Final Prot!A646:K646,8,Q8IZP0-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:647,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,647,Final Prot!A647:K647,8,Q8IZP0-3,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:648,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,648,Final Prot!A648:K648,8,Q8IZP0-4,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:649,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,649,Final Prot!A649:K649,8,Q8IZP0-5,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:650,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,650,Final Prot!A650:K650,8,Q8IZP0-6,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:651,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,651,Final Prot!A651:K651,8,Q8IZP0-7,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:652,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,652,Final Prot!A652:K652,8,Q8IZP0-8,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:653,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,653,Final Prot!A653:K653,8,Q8IZP0-9,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:654,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,654,Final Prot!A654:K654,8,Q8IZP0-10,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:655,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,655,Final Prot!A655:K655,8,Q8IZP0-12,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:656,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,656,Final Prot!A656:K656,8,A0A0A0MRT6,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:657,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,657,Final Prot!A657:K657,8,B6VEX4,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:658,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,658,Final Prot!A658:K658,8,Q9BQE3,NA,2.8999999999999999,1,NA,1,1.10477056169276e-05,NA,NA,NA
PMC9633814:Final Prot:659,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,659,Final Prot!A659:K659,8,F5H5D3,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:660,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,660,Final Prot!A660:K660,8,Q13790,NA,14.213333333333299,4,NA,3,2.47051411931287e-05,6.8891775196710807e-05,6.3902055245378394e-05,26.612946215158999
PMC9633814:Final Prot:661,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,661,Final Prot!A661:K661,8,O95749,NA,3,2,NA,1,6.2596154242038394e-05,NA,NA,NA
PMC9633814:Final Prot:662,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,662,Final Prot!A662:K662,8,O95749-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:663,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,663,Final Prot!A663:K663,8,Q99439,NA,11.4333333333333,2,NA,2,3.9874669384363597e-05,9.2687699742867001e-06,9.2799114017958104e-06,52.376883248266701
PMC9633814:Final Prot:664,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,664,Final Prot!A664:K664,8,Q99439-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:665,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,665,Final Prot!A665:K665,8,B4DUT8,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:666,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,666,Final Prot!A666:K666,8,A0A087X1X5,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:667,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,667,Final Prot!A667:K667,8,B4DDF4,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:668,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,668,Final Prot!A668:K668,8,A2VEC9,NA,0.57999999999999996,4,NA,3,6.0696041258955301e-05,NA,NA,NA
PMC9633814:Final Prot:669,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,669,Final Prot!A669:K669,8,P02786,NA,1.8400000000000001,1,NA,1,9.1049214591324208e-06,NA,NA,NA
PMC9633814:Final Prot:670,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,670,Final Prot!A670:K670,8,G3V0E5,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:671,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,671,Final Prot!A671:K671,8,A6H8M9,NA,2.79,2,NA,1,4.0034482446342997e-05,9.5864384195795704e-05,6.5451625698183499e-05,24.044932334911199
PMC9633814:Final Prot:672,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,672,Final Prot!A672:K672,8,A6H8M9-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:673,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,673,Final Prot!A673:K673,8,E9PFE8,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:674,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,674,Final Prot!A674:K674,8,Q8IY82,NA,2.0600000000000001,1,NA,1,2.2773419572969301e-05,NA,NA,NA
PMC9633814:Final Prot:675,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,675,Final Prot!A675:K675,8,Q8IY82-2,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:676,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,676,Final Prot!A676:K676,8,D3DSM0,NA,4.21,2,NA,2,2.73706691815129e-05,NA,NA,NA
PMC9633814:Final Prot:677,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,677,Final Prot!A677:K677,8,A0A494C0X7,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:678,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,678,Final Prot!A678:K678,8,O14529,NA,1.1399999999999999,2,NA,2,6.4748553912614395e-05,5.1292637762905403e-05,NA,11.5958100355734
PMC9633814:Final Prot:679,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,679,Final Prot!A679:K679,8,P63104,NA,5.5766666666666698,1,NA,1,1.8241914247029401e-05,6.2545524009715802e-06,8.8713140509783502e-06,32.7165480645061
PMC9633814:Final Prot:680,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,680,Final Prot!A680:K680,8,E5RGE1,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:681,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,681,Final Prot!A681:K681,8,E5RIR4,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:682,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,682,Final Prot!A682:K682,8,E7ESK7,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:683,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,683,Final Prot!A683:K683,8,E7EX29,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:684,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,684,Final Prot!A684:K684,8,E7EVZ2,NA,NA,NA,NA,NA,NA,NA,NA,NA
PMC9633814:Final Prot:685,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,685,Final Prot!A685:K685,8,E9PD24,NA,NA,NA,NA,NA,NA,NA,NA,NA
