analysis_unit_id,source_article_doi,source_pmcid,source_license,source_asset_id,source_worksheet,source_row,source_cell_range,core_facility_code,protein_ids,gene_names,sequence_coverage_percent,peptide_spectrum_matches,number_of_peptides,number_of_unique_peptides,replicate_1,replicate_2,replicate_3,coefficient_of_variation_percent
PMC9633814:Final Prot:5821,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5821,Final Prot!A5821:K5821,10,A0A0B4J269,NA,5,11,3,0,NA,NA,NA,NA
PMC9633814:Final Prot:5822,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5822,Final Prot!A5822:K5822,10,P08575,NA,3,4,3,3,9.4509442333019997e-06,NA,6.6719715453779794e-05,75.184817166799903
PMC9633814:Final Prot:5823,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5823,Final Prot!A5823:K5823,10,A0A075B6K5,NA,26,6,3,0,NA,NA,1.34593085929815e-06,NA
PMC9633814:Final Prot:5824,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5824,Final Prot!A5824:K5824,10,A0A0C4DH30,NA,16,41,3,0,NA,NA,NA,NA
PMC9633814:Final Prot:5825,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5825,Final Prot!A5825:K5825,10,P01614,NA,30,16,3,0,NA,NA,NA,NA
PMC9633814:Final Prot:5826,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5826,Final Prot!A5826:K5826,10,P01601,NA,25,15,3,0,NA,NA,NA,NA
PMC9633814:Final Prot:5827,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5827,Final Prot!A5827:K5827,10,Q7Z4I7,NA,10,10,3,3,NA,4.44119594880765e-05,NA,NA
PMC9633814:Final Prot:5828,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5828,Final Prot!A5828:K5828,10,P35613,NA,10,7,3,3,NA,3.96776896949313e-05,NA,NA
PMC9633814:Final Prot:5829,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5829,Final Prot!A5829:K5829,10,P62987,NA,28,6,3,3,NA,6.8759632709966095e-05,9.7099297706509604e-05,17.0866078331639
PMC9633814:Final Prot:5830,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5830,Final Prot!A5830:K5830,10,P62979,NA,24,6,3,3,NA,6.8759632709966095e-05,9.7099297706509604e-05,17.0866078331639
PMC9633814:Final Prot:5831,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5831,Final Prot!A5831:K5831,10,P0CG47,NA,16,6,3,3,NA,6.8759632709966095e-05,9.7099297706509604e-05,17.0866078331639
PMC9633814:Final Prot:5832,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5832,Final Prot!A5832:K5832,10,P06239,NA,6,5,3,1,NA,2.7278411665265301e-06,NA,NA
PMC9633814:Final Prot:5833,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5833,Final Prot!A5833:K5833,10,Q14247,NA,4,3,3,3,NA,1.8982167456325101e-05,NA,NA
PMC9633814:Final Prot:5834,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5834,Final Prot!A5834:K5834,10,P00740,NA,6,3,3,3,NA,1.58034434523562e-05,8.1524954906059502e-06,31.9375833273191
PMC9633814:Final Prot:5835,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5835,Final Prot!A5835:K5835,10,A0M8Q6,NA,37,46,3,0,NA,NA,NA,NA
PMC9633814:Final Prot:5836,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5836,Final Prot!A5836:K5836,10,A0A075B6P5,NA,37,15,3,0,NA,NA,NA,NA
PMC9633814:Final Prot:5837,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5837,Final Prot!A5837:K5837,10,P52907,NA,15,7,3,2,NA,NA,2.91297893119529e-05,NA
PMC9633814:Final Prot:5838,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5838,Final Prot!A5838:K5838,10,P23142,NA,8,4,3,3,NA,NA,8.1813368661623402e-06,NA
PMC9633814:Final Prot:5839,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5839,Final Prot!A5839:K5839,2,P02765,NA,8,51,2,2,0.0012477479190575,0.0015740444981302999,0.0015939389509054601,7.6246695467899404
PMC9633814:Final Prot:5840,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5840,Final Prot!A5840:K5840,2,P04921,GYPC,21,15,2,2,0.000107390903473197,9.2667220759481901e-05,8.6853075826325894e-05,6.3907120016585797
PMC9633814:Final Prot:5841,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5841,Final Prot!A5841:K5841,2,B2RUZ4,SMIM1,36,10,2,2,2.8497778153904501e-05,3.4471462637556e-05,4.03314404818739e-05,9.92095092534481
PMC9633814:Final Prot:5842,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5842,Final Prot!A5842:K5842,2,Q92686,NRGN,19,11,2,2,1.8947487907694502e-05,1.9994411056736001e-05,1.67169723829161e-05,5.2092032127805803
PMC9633814:Final Prot:5843,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5843,Final Prot!A5843:K5843,2,P29972,AQP1,8,9,2,2,2.3584520011347899e-05,2.14741271474125e-05,2.7935071166474199e-05,7.8175899363003802
PMC9633814:Final Prot:5844,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5844,Final Prot!A5844:K5844,2,Q8WWA1,TMEM40,15,11,2,2,6.1903573634374498e-06,7.6286149219099297e-06,9.1521984878622104e-06,11.167843615608099
PMC9633814:Final Prot:5845,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5845,Final Prot!A5845:K5845,2,P05156,CFI,4,9,2,2,1.6890507355156601e-05,2.3900516803895399e-05,2.08587844592756e-05,9.8759381916999693
PMC9633814:Final Prot:5846,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5846,Final Prot!A5846:K5846,2,Q8IY22,CMIP,4,7,2,2,1.6497294261360899e-05,1.01153454970966e-05,7.5757601260203499e-06,23.287282671746699
PMC9633814:Final Prot:5847,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5847,Final Prot!A5847:K5847,2,O14960,LECT2,11,11,2,2,5.9046436729519299e-05,6.3135498851696995e-05,5.3245073006022603e-05,4.9069080357240002
PMC9633814:Final Prot:5848,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5848,Final Prot!A5848:K5848,2,P02763,ORM1,12,9,2,2,1.33316164528992e-05,1.7772286339055401e-05,1.46447631060336e-05,8.6369401682178601
PMC9633814:Final Prot:5849,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5849,Final Prot!A5849:K5849,2,P30049,ATP5D,14,7,2,2,3.08673024404073e-05,2.01461029949891e-05,2.8174844873048301e-05,12.199529181188399
PMC9633814:Final Prot:5850,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5850,Final Prot!A5850:K5850,2,A0A087WW87,IGKV2-40; IGKV2D-40,17,6,2,1,1.7604004713197199e-05,1.51392687817533e-05,1.6717868326689898e-05,4.3719612532900198
PMC9633814:Final Prot:5851,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5851,Final Prot!A5851:K5851,2,P49913,CAMP,9,13,2,2,0.00012444249354951099,0.000112355553884197,0.00013484850970955399,5.2462732770715199
PMC9633814:Final Prot:5852,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5852,Final Prot!A5852:K5852,2,P21291,CSRP1,17,8,2,2,1.3848523397122599e-05,1.29122138931067e-05,1.41682615489828e-05,2.7623721612726602
PMC9633814:Final Prot:5853,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5853,Final Prot!A5853:K5853,2,P78417,GSTO1,10,7,2,2,2.31793720907315e-05,2.4459908562545e-05,2.3137988569005101e-05,1.83918043907191
PMC9633814:Final Prot:5854,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5854,Final Prot!A5854:K5854,2,P24534,EEF1B2,12,5,2,2,8.84999674919265e-06,1.1019697762609e-05,1.10520904138998e-05,7.0696997150023302
PMC9633814:Final Prot:5855,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5855,Final Prot!A5855:K5855,2,P14406,COX7A2,28,6,2,2,2.1374105339813599e-05,2.0656153109456401e-05,8.9182150186846606e-06,23.774770419241602
PMC9633814:Final Prot:5856,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5856,Final Prot!A5856:K5856,2,P25311,AZGP1,10,7,2,2,1.07488271484572e-05,1.1611103358182e-05,2.21580119035704e-06,36.602019657262097
PMC9633814:Final Prot:5857,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5857,Final Prot!A5857:K5857,2,Q96KN2,CNDP1,6,7,2,2,NA,1.0110049162860901e-05,8.2458522199140092e-06,10.1558452732604
PMC9633814:Final Prot:5858,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5858,Final Prot!A5858:K5858,2,Q16799,RTN1,4,6,2,2,3.3648026379112398e-06,2.7046205922956501e-06,2.7715562840489501e-06,7.11900042700222
PMC9633814:Final Prot:5859,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5859,Final Prot!A5859:K5859,2,P06702,S100A9,25,7,2,2,4.2957571187680001e-05,2.1334226784612902e-05,3.2356540631744403e-05,19.377001706988899
PMC9633814:Final Prot:5860,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5860,Final Prot!A5860:K5860,2,P02743,APCS,12,9,2,2,1.0640877053844499e-05,NA,NA,NA
PMC9633814:Final Prot:5861,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5861,Final Prot!A5861:K5861,2,P02760,AMBP,8,5,2,2,4.8381434023529102e-05,3.7955808417538503e-05,4.6849491026087701e-05,7.3208013048283798
PMC9633814:Final Prot:5862,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5862,Final Prot!A5862:K5862,2,Q9UL25,RAB21,12,4,2,2,7.2569929388345203e-06,2.2465935436946799e-06,5.5246018503860803e-06,29.327655556356302
PMC9633814:Final Prot:5863,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5863,Final Prot!A5863:K5863,2,Q07866,KLC1,4,8,2,2,1.12116907080802e-05,1.37641012717143e-05,7.9966054351936996e-06,15.1817159734422
PMC9633814:Final Prot:5864,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5864,Final Prot!A5864:K5864,2,Q13884,SNTB1,8,4,2,2,5.3835694018282397e-06,6.0735407893670202e-06,7.7500346239363105e-06,10.974787246808001
PMC9633814:Final Prot:5865,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5865,Final Prot!A5865:K5865,2,O95197,RTN3,2,6,2,2,4.4058295657843501e-05,5.3728890644160898e-05,4.9547895054531798e-05,5.7016298435028503
PMC9633814:Final Prot:5866,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5866,Final Prot!A5866:K5866,2,O95445,APOM,11,7,2,2,1.5579204481558999e-05,1.54856948129938e-05,1.39252903858404e-05,3.57677582351779
PMC9633814:Final Prot:5867,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5867,Final Prot!A5867:K5867,2,P46977,STT3A,3,6,2,2,8.81045152483121e-06,8.8662798831134703e-06,1.3416960197322e-05,14.7259766375279
PMC9633814:Final Prot:5868,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5868,Final Prot!A5868:K5868,2,Q8NBX0,SCCPDH,6,4,2,2,1.8924360071359699e-05,1.6661600671677201e-05,NA,6.3585733037296599
PMC9633814:Final Prot:5869,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5869,Final Prot!A5869:K5869,2,Q99733,NAP1L4,6,5,2,1,NA,NA,3.17543967695636e-06,NA
PMC9633814:Final Prot:5870,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5870,Final Prot!A5870:K5870,2,P09972,ALDOC,9,4,2,1,NA,NA,NA,NA
PMC9633814:Final Prot:5871,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5871,Final Prot!A5871:K5871,2,P07360,C8G,13,6,2,2,9.9376351602604499e-06,1.1513533589529e-05,5.5119247488194198e-06,19.987789450414201
PMC9633814:Final Prot:5872,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5872,Final Prot!A5872:K5872,2,Q9H4G4,GLIPR2,17,7,2,2,1.49806659762301e-05,7.8165691494444598e-06,6.66105031525448e-06,26.499383022369798
PMC9633814:Final Prot:5873,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5873,Final Prot!A5873:K5873,2,P04070,PROC,7,5,2,2,7.6173246837217099e-06,7.8243620448279298e-06,8.2704775399905701e-06,2.4381586725408502
PMC9633814:Final Prot:5874,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5874,Final Prot!A5874:K5874,2,Q658P3,STEAP3,5,8,2,2,9.3911151857261597e-06,3.5471028099227901e-06,2.3457146886587898e-06,42.7125009951123
PMC9633814:Final Prot:5875,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5875,Final Prot!A5875:K5875,2,P01116,KRAS,12,5,2,2,2.8577794884968099e-06,1.0915073959852201e-05,1.12241725588653e-05,32.8687324825611
PMC9633814:Final Prot:5876,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5876,Final Prot!A5876:K5876,2,Q8TCJ2,STT3B,3,6,2,2,4.7624369738108296e-06,3.6218102821090102e-06,3.6739225893341602e-06,9.2508554750850003
PMC9633814:Final Prot:5877,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5877,Final Prot!A5877:K5877,2,P36957,DLST,5,9,2,2,1.07152000250712e-05,1.08429696376854e-05,1.1232429230855899e-05,1.42313022063668
PMC9633814:Final Prot:5878,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5878,Final Prot!A5878:K5878,2,P26572,MGAT1,4,7,2,2,1.4489659018613201e-05,2.0220137824595201e-05,3.2618068855811899e-05,23.838137350619899
PMC9633814:Final Prot:5879,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5879,Final Prot!A5879:K5879,2,O75874,IDH1,5,6,2,1,NA,4.3132212165752602e-06,NA,NA
PMC9633814:Final Prot:5880,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5880,Final Prot!A5880:K5880,2,P08519,LPA,7,5,2,2,6.2329297016226398e-05,6.56680608991218e-05,6.3119927823969703e-05,1.5812476986483499
PMC9633814:Final Prot:5881,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5881,Final Prot!A5881:K5881,2,P35443,THBS4,3,7,2,1,1.7278227896025401e-05,1.9073515733641599e-05,2.0804812289996899e-05,5.3437076765885196
PMC9633814:Final Prot:5882,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5882,Final Prot!A5882:K5882,2,O15439,ABCC4,2,5,2,2,4.8978542163850101e-05,4.6781782604634998e-05,NA,2.29401849307225
PMC9633814:Final Prot:5883,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5883,Final Prot!A5883:K5883,2,Q09327,MGAT3,5,4,2,2,NA,NA,2.8990990361727899e-06,NA
PMC9633814:Final Prot:5884,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5884,Final Prot!A5884:K5884,2,O95674,CDS2,7,5,2,2,7.2541291648412198e-06,1.1723030386464801e-06,8.9676369223402095e-07,66.760065647562797
PMC9633814:Final Prot:5885,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5885,Final Prot!A5885:K5885,2,P55058,PLTP,5,6,2,2,2.4129311006685601e-06,NA,2.1471617505559301e-06,5.8281565481997797
PMC9633814:Final Prot:5886,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5886,Final Prot!A5886:K5886,2,Q99816,TSG101,7,4,2,2,1.0253102330176799e-05,1.6437243585341098e-05,NA,23.1699554390893
PMC9633814:Final Prot:5887,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5887,Final Prot!A5887:K5887,2,P35998,PSMC2,6,5,2,2,3.2773086806176599e-06,NA,3.68149225602184e-06,5.80823591714024
PMC9633814:Final Prot:5888,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5888,Final Prot!A5888:K5888,2,Q02978,SLC25A11,11,4,2,2,2.05613079579051e-05,1.6846823668286501e-05,2.10351591490635e-05,6.7974641512047
PMC9633814:Final Prot:5889,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5889,Final Prot!A5889:K5889,2,P05387,RPLP2,24,5,2,2,4.8320429975673601e-06,4.8247693839044096e-06,3.8327033690112897e-06,7.3814565705034303
PMC9633814:Final Prot:5890,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5890,Final Prot!A5890:K5890,2,P36543,ATP6V1E1,9,5,2,2,2.1930393438013399e-06,5.2803595553171302e-06,5.2179862953386901e-06,24.084139502380999
PMC9633814:Final Prot:5891,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5891,Final Prot!A5891:K5891,2,Q15762,CD226,9,3,2,2,NA,5.4718300538865296e-06,6.0260568824934702e-06,4.8202494221205896
PMC9633814:Final Prot:5892,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5892,Final Prot!A5892:K5892,2,Q9H223,EHD4,4,5,2,1,NA,NA,NA,NA
PMC9633814:Final Prot:5893,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5893,Final Prot!A5893:K5893,2,Q5TZA2,CROCC,1,4,2,2,9.8729186774961003e-06,1.1272963377377201e-05,1.36449393872499e-05,9.4927775752019308
PMC9633814:Final Prot:5894,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5894,Final Prot!A5894:K5894,2,Q15166,PON3,5,5,2,1,8.4081055854657007e-06,5.6876548026937597e-06,6.52935783796e-06,11.696247992695501
PMC9633814:Final Prot:5895,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5895,Final Prot!A5895:K5895,2,Q8N4L2,TMEM55A; PIP4P2,14,3,2,2,8.2327091691035393e-06,0.000181497230520071,4.2424929511606398e-06,90.370415743184694
PMC9633814:Final Prot:5896,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5896,Final Prot!A5896:K5896,2,P84243,H3F3A; H3F3AP4; H3F3B,13,4,2,2,1.36984050827721e-05,1.8770738281015801e-05,1.6079724606120999e-05,9.0537595556636692
PMC9633814:Final Prot:5897,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5897,Final Prot!A5897:K5897,2,Q86UE4,MTDH,5,4,2,2,NA,4.8018248949289302e-06,5.9976772743164902e-06,11.0732176413935
PMC9633814:Final Prot:5898,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5898,Final Prot!A5898:K5898,2,Q9H299,SH3BGRL3,31,5,2,2,6.2747059788227897e-06,1.23184544115446e-05,NA,32.505223995447899
PMC9633814:Final Prot:5899,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5899,Final Prot!A5899:K5899,2,P49006,MARCKSL1,14,5,2,2,NA,NA,3.7906211796457801e-06,NA
PMC9633814:Final Prot:5900,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5900,Final Prot!A5900:K5900,2,P28070,PSMB4,12,6,2,2,NA,3.9355106254054803e-06,3.2786339674876101e-06,9.1053991150245004
PMC9633814:Final Prot:5901,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5901,Final Prot!A5901:K5901,2,O43150,ASAP2,4,3,2,2,NA,2.7394763150765501e-06,2.84712349012749e-06,1.9268818029647901
PMC9633814:Final Prot:5902,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5902,Final Prot!A5902:K5902,2,O75298,RTN2,5,7,2,2,5.7836253569514502e-06,6.6511522746896799e-06,6.2742223505867397e-06,4.0271897134047601
PMC9633814:Final Prot:5903,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5903,Final Prot!A5903:K5903,2,Q96G23,CERS2,7,3,2,2,6.2128176555154901e-06,NA,8.1034042145480604e-06,13.2059042964817
PMC9633814:Final Prot:5904,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5904,Final Prot!A5904:K5904,2,Q9P126,CLEC1B,10,3,2,2,4.0439727577504897e-06,2.69662555561869e-06,NA,19.988540178391901
PMC9633814:Final Prot:5905,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5905,Final Prot!A5905:K5905,2,Q9UBQ7,GRHPR,13,3,2,2,NA,NA,3.8847038315696503e-06,NA
PMC9633814:Final Prot:5906,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5906,Final Prot!A5906:K5906,2,P53007,SLC25A1,6,7,2,2,3.7625592942211199e-05,3.8696123894683097e-05,3.1751919527807299e-05,5.9918855710338397
PMC9633814:Final Prot:5907,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5907,Final Prot!A5907:K5907,2,Q14165,MLEC,11,5,2,2,6.6483176841698002e-06,6.2260215433573599e-06,5.8855799834498702e-06,3.5278239649321699
PMC9633814:Final Prot:5908,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5908,Final Prot!A5908:K5908,2,O95721,SNAP29,12,2,2,2,NA,NA,NA,NA
PMC9633814:Final Prot:5909,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5909,Final Prot!A5909:K5909,2,P61952,GNG11,30,3,2,2,1.6768046924395199e-05,1.59163649708932e-05,1.33819470928908e-05,6.6225396118731599
PMC9633814:Final Prot:5910,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5910,Final Prot!A5910:K5910,2,Q96T51,RUFY1,3,3,2,2,3.5863816714839101e-06,NA,3.1718955281227202e-06,6.1330148367593296
PMC9633814:Final Prot:5911,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5911,Final Prot!A5911:K5911,2,P09110,ACAA1,5,3,2,2,2.2983469615819901e-06,2.0510549515938098e-06,2.53793778174795e-06,6.12239993937572
PMC9633814:Final Prot:5912,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5912,Final Prot!A5912:K5912,2,P20073,ANXA7,5,3,2,2,1.18848416668923e-05,7.6274418634553301e-06,7.3795314783074902e-06,16.312071765301098
PMC9633814:Final Prot:5913,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5913,Final Prot!A5913:K5913,2,Q9GZV4,EIF5A2,13,8,2,2,1.3879672418459199e-05,1.37974457269368e-05,1.43868164055693e-05,1.3143387058813401
PMC9633814:Final Prot:5914,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5914,Final Prot!A5914:K5914,2,P55103,INHBC,7,6,2,2,8.45398380493032e-06,1.5412196703373802e-05,1.46407515474309e-05,17.1562840936062
PMC9633814:Final Prot:5915,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5915,Final Prot!A5915:K5915,2,Q9UBS4,DNAJB11,8,3,2,2,3.8042589240688502e-05,4.1003096258574198e-05,3.7021858103772402e-05,3.0858516181906901
PMC9633814:Final Prot:5916,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5916,Final Prot!A5916:K5916,2,P18433,NA,4,2,2,2,5.6657704640853297e-06,NA,7.3700157719099898e-06,13.073590476029599
PMC9633814:Final Prot:5917,10.1038/s41467-022-34438-8,PMC9633814,CC-BY-4.0,supplementary_data_1_xlsx,Final Prot,5917,Final Prot!A5917:K5917,2,Q13214,SEMA3B,4,4,2,2,7.1240074994124602e-06,5.7610059532699201e-06,6.4381261754883797e-06,6.1087489681134599
